recipe_name,url,total_time,servings,ingredients,directions,img_src
PB&J Skrewball Old Fashioned,https://tasty.co/recipe/pb-j-skrewball-old-fashioned,,,1 ½ oz Skrewball® Peanut Butter Whiskey | ¾ oz simple syrup | 2 dashes raspberry liqueur | 1 cup ice cubes | 1 large ice cube | 1 slice white bread | 1 tablespoon creamy peanut butter | 1 tablespoon raspberry jam | 1 6-inch wooden skewer,"Make the Old Fashioned: In a cocktail shaker, combine the Skrewball® Peanut Butter Whiskey, simple syrup, raspberry liqueur, and ice. Shake until chilled, 30–60 seconds. | Make the PB&J: Slice the crusts off of the bread. Cut the bread into quarters. Spread the peanut butter on two of the bread quarters and the raspberry jam on the remaining two. Sandwich the peanut butter and jam quarters together to make two sandwiches, then thread onto a 6-inch wooden skewer. | Strain the cocktail over a large ice cube in a rocks glass and garnish with the skewered PB&J. | Enjoy!","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Peanut Butter Espresso Martini,https://tasty.co/recipe/peanut-butter-espresso-martini,,,"1 teaspoon creamy peanut butter | 1 cup ice | 1 ½ oz Skrewball® Peanut Butter Whiskey | ½ oz coffee liqueur | 1 ½ oz freshly brewed espresso | 3 espresso beans, for garnish | smoked sea salt, for garnish","Warm the peanut butter until it is loose enough to drizzle, then drizzle around the inside of a martini or coupe glass. | In a cocktail shaker filled with ice, combine the Skrewball® Peanut Butter Whiskey, coffee liqueur, and espresso and shake vigorously for 1 minute. | Strain the cocktail into the martini glass. Place the espresso beans in the center and finish with a pinch of smoked sea salt. | Enjoy!","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Vietnamese Spaghetti,https://tasty.co/recipe/vietnamese-spaghetti,,,"salt, to taste | 16 oz dried spaghetti noodles | 15 mini sausages | 3 tablespoons vegetable oil, divided | ½ lb ground beef | 1 shallot, diced, divided | 2 tablespoons fish sauce, divided | 1 teaspoon red pepper flakes | freshly ground black pepper, to taste | 5 garlic cloves, minced | 1 carrot, diced | 2 celery stalks, diced | ½ cup diced mushrooms | 2 tablespoons Chinsu hot sauce | 2 14-ounce cans diced tomatoes | 1 cup chicken stock | ½ cup freshly grated parmesan cheese","Bring a large pot of heavily salted water to a boil. Add the spaghetti and cook to your desired doneness. Save 1 cup of the pasta water, then drain the noodles. | Prepare the sausages by scoring the sides on the diagonal (do not cut all the way through). Heat 1 tablespoon of oil in a large pot over medium heat, then add half of the shallot and the sausages and sauté for about 3 minutes, or until the sausages are lightly browned. Remove from the pot. | Add the ground beef to the same pot over medium heat and cook, breaking up with a wooden spoon, until no longer pink, about 4 minutes. Season with ½ Tbsp fish sauce, the red pepper flakes, and a pinch of black pepper. Remove from the pot. | In the same pot over medium heat, add the remaining 2 tablespoons of oil and the remaining shallot and sauté until softened, about 2 minutes. Add the garlic, carrots, and celery and cook, stirring occasionally, until softened, 5-8 minutes. Add the mushrooms and sauté for another 2 minutes, until softened and the celery is slightly translucent. Season with the remaining 1½ tablespoons of fish sauce and the Chinsu hot sauce. | Add the diced tomatoes and chicken stock, then reduce the heat to medium-low, cover, and let the sauce reduce to your desired consistency, about 40 minutes, returning the cooked beef and sausages to the pot about halfway through. Season with more salt and black pepper to taste. | Serve the sauce over the spaghetti with Parmesan on top. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Smoked Prosciutto-Wrapped Brie With Apples,https://tasty.co/recipe/smoked-prosciutto-wrapped-brie-with-apples,,,"8 oz prosciutto | 1 8-ounce wheel of brie cheese | 1 tablespoon BBQ rub | 1 french baguette | 3 tablespoons olive oil | hot honey, for drizzling | 1 honeycrisp apple, thinly sliced | 1 granny smith apple, thinly sliced | ¼ cup chopped pecans | 1 tablespoon brown sugar | 1 teaspoon ground cinnamon | 2 tablespoons lemon juice | 2 tablespoons unsalted butter","Preheat the smoker to 325°F (160°C) using apple wood for a sweet, smoky flavor. Preheat the oven to 350°F (180°C). | Arrange the prosciutto on a plate in a circle with the slices overlapping. Place the wheel of Brie in the center of the prosciutto circle, then wrap the prosciutto around the Brie to fully encase. Season the top with the BBQ rub, then transfer to a wire rack. | Place the wire rack on the smoker over indirect heat, close the lid, and smoke for 30 minutes, until the Brie begins to bubble and appears to be melted. | Make the apple topping: In a large bowl, toss together the apple slices, pecans, brown sugar, cinnamon, and lemon juice. | Place a small cast iron skillet on the grill over medium heat. Melt the butter in the pan, then add the apple mixture. Close the lid and cook, stirring every 3-4 minutes, until the apples begin to soften. | Slice the baguette diagonally. Arrange the slices on a baking sheet, then drizzle olive oil on top. Toast in the oven for about 10 minutes, or until golden brown. | Remove the prosciutto-wrapped Brie from the smoker and place on a serving platter. Slice in half with a sharp knife, then top with the apples and a drizzle of hot honey. Serve with the toasted baguette. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/468810.jpg?resize=300:*&output-format=jpg&output-quality=auto
Tom Yum-Inspired Baked Cod,https://tasty.co/recipe/tom-yum-inspired-baked-cod,,,"2 lb skinless cod | 1 cup canned full-fat coconut milk | 2 tablespoons tom yum paste | 5 bird's eye chiles | 1 tablespoon grated fresh ginger | 1 tablespoon grated garlic | 1 tablespoon minced lemongrass | 3 thin slices of fresh ginger | ¼ cup chopped fresh cilantro, plus more for garnish | cooked rice, for serving","Preheat the oven to 375°F (190°C). | Clean the cod and slice into 3-inch pieces. | Make the broth: In a medium saucepan, whisk together the coconut milk, tom yum paste, ginger, garlic, and lemongrass. Cover and warm over medium heat for 5 minutes, or until well combined. | Ladle a third of the tom yum broth into a baking pan, then arrange the cod on top. Cover the fish with the rest of the tom yum broth and add the sliced ginger and cilantro. | Bake for 20-25 minutes, or until the fish is done to your liking. | Serve the fish and broth over rice, garnished with more cilantro. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/467908.jpg?resize=300:*&output-format=jpg&output-quality=auto
Biko With Apple Compote,https://tasty.co/recipe/biko-with-apple-compote,,,"nonstick cooking spray, for greasing | 3 cups sliced apples | 3 tablespoons unsalted butter | 3 tablespoons brown sugar | 1 teaspoon ground cinnamon | 1 pinch kosher salt | 1 cup canned full-fat coconut milk | 1 cup water | 1 pinch kosher salt | 2 cups sticky rice (sweet glutinous rice), rinsed | 1 ½ cups canned full-fat coconut milk | ¾ cup dark brown sugar","Preheat the oven to 350°F (180°C). Grease an 8-inch square baking dish with nonstick spray and line with parchment paper. | Make the apple compote: Cut the sliced apples into chunks. Melt the butter in a medium saucepan over medium heat. Stir in the brown sugar, cinnamon, and salt. Add the apples and stir to coat. Simmer for 10–13 minutes, or until the apples are tender. | Make the rice: In a large pot over medium-high heat, whisk together the coconut milk, water, and salt. Stir in the sticky rice. Bring to a simmer, then reduce the heat to low and cover. Cook until the liquid has been absorbed and the rice is almost fully cooked, about 10 minutes. | Meanwhile, make the coconut syrup: In a medium skillet, combine the coconut milk and brown sugar. Bring to a simmer over medium-high heat. Reduce the heat to medium-low and cook, stirring frequently, until the mixture thickens slightly, about 10 minutes. | Transfer ⅓ cup of the syrup to a liquid measuring cup or small bowl and reserve. Fold the rest of the syrup into the sticky rice. Cook, stirring occasionally, until the rice has absorbed the syrup and is fully cooked, 1–2 minutes. | Transfer the rice to the prepared baking dish and spread in an even layer. Top with the apple compote, leaving behind any extra liquid. Evenly drizzle the reserved coconut syrup on top. | Bake for 20–25 minutes, until bubbly and the apples are lightly browned around the edges. Remove from the oven and let cool, then slice and serve. | Enjoy!",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/467467.jpg?resize=300:*&output-format=jpg&output-quality=auto
Root Veggie Soup,https://tasty.co/recipe/root-veggie-soup,,,"1 16-ounce bag Marketside™ Fresh Butternut Squash | 1 16-ounce bag Marketside™ Fresh Sweet Potato | 1 carrot, peeled and cubed | 1 parsnip, peeled and cubed | 2 garlic cloves, peeled | 1 leek, dark green parts removed, halved lengthwise | ¼ cup olive oil | ½ teaspoon kosher salt, plus more to taste | ¼ teaspoon freshly ground black pepper, plus more to taste | ¼ teaspoon ground cumin | 3 ½ cups vegetable broth | ¼ teaspoon smoked paprika | ¼ teaspoon cayenne pepper, optional | ½ teaspoon chopped fresh rosemary leaves, plus more for garnish | 1 cup coconut milk, plus more for garnish | chopped pistachio, for garnish","Preheat the oven to 425°F (220°C). Line one large or two medium baking sheets with parchment paper. | Add the Marketside™ Fresh Butternut Squash, Marketside™ Fresh Sweet Potato, carrot, parsnip, garlic, and leek to the prepared baking sheet. Drizzle with the olive oil and sprinkle with the salt, black pepper, and cumin. Toss to coat evenly. Roast for 30–35 minutes, stirring halfway through, until the vegetables are soft and beginning to caramelize. | Transfer the roasted veggies to a blender. Add the vegetable broth, smoked paprika, cayenne, and rosemary. Blend on high speed for 2–3 minutes, until completely smooth. | Pour the soup into a large pot over medium heat and stir in the coconut milk. Season with more salt and black pepper to taste. Bring to a simmer and cook for 5 minutes, stirring frequently, to warm through and meld the flavors. | Ladle the soup into bowls and garnish with a drizzle of coconut milk and a sprinkle of pistachios and rosemary. | Enjoy!",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/467463.jpg?resize=300:*&output-format=jpg&output-quality=auto
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/jeris-filipino-style-bbq-skewers,,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/466977.jpg?resize=300:*&output-format=jpg&output-quality=auto
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/gideons-honey-garlic-chicken,,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/466971.jpg?resize=300:*&output-format=jpg&output-quality=auto
Chocolate Bar Cookie Pie,https://tasty.co/recipe/chocolate-bar-cookie-pie,,,"nonstick cooking spray, for greasing | 1 cup unsalted butter | 1 standard-sized ice cube, about 2 tablespoons frozen water | 2 cups all-purpose flour | ¾ teaspoon baking soda | 1 teaspoon kosher salt | 2 large eggs | ¾ cup granulated sugar | 2 tablespoons vanilla extract | ½ cup dark brown sugar, plus 2 tablespoons | 1 ½ cups chopped Great Value™ Milk Chocolate Cookie & Caramel Bars, divided | 1 cup dark chocolate chips | flaky sea salt | buttercream frosting | Great Value™ Milk Chocolate Cookie & Caramel Bar, chopped | Great Value™ Milk Chocolate Peanut, Caramel & Nougat Bar, chopped | Great Value™ Milk Chocolate Caramel & Nougat Bar, chopped | Great Value™ Milk Chocolate Fluffy Nougat Bar, chopped | Great Value Milk Chocolate Crispy Wafers Bar, chopped","Preheat oven to 350°F (180°C). Grease a 9- or 10-inch round cake pan and line with parchment paper. | Melt the butter in a 2-quart heavy-bottomed saucepan over medium heat. Cook, stirring constantly, until all of the water has cooked out and the solids are browned and smell toasty, 4–6 minutes. Immediately remove the pot from the heat and stir in the ice cube until melted, then transfer the browned butter to a medium bowl and let cool in the refrigerator until it turns opaque and is firm around the edges, about 20 minutes. | In a medium bowl, whisk together the flour, baking soda, and salt. | In a large bowl, combine the eggs, granulated sugar, and vanilla and mix with an electric hand mixer on medium speed until fully incorporated, about 2 minutes. Add the brown sugar and cooled browned butter and mix for an additional minute, until combined. | Add the flour mixture and fold with a rubber spatula until fully incorporated. | Add 1 cup of the Great Value™ Milk Chocolate Cookie & Caramel Bar pieces and the chocolate chips and stir with a rubber spatula until evenly distributed. | Press the cookie dough into the prepared baking pan. Press the remaining ½ cup of Great Value™ Milk Chocolate Cookie & Caramel Bar into the surface of the dough. Sprinkle the cookie with flaky sea salt. | Bake the cookie pie for 25–30 minutes, or until the center is just set. Remove from the oven and let cool completely, about 1 hour. Once cooled, use the parchment to lift the cookie pie from the tin and transfer to a plate or serving platter. | Pipe a border of buttercream frosting around the edge of the cookie pie. Decorate with the chopped Great Value™ Milk Chocolate Cookie & Caramel, Peanut, Caramel & Nougat, Fluffy Nougat, and Crispy Wafer Bars. | Enjoy!",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/465887.jpg?resize=300:*&output-format=jpg&output-quality=auto
Yogurt-Covered Fruit Bites,https://tasty.co/recipe/yogurt-covered-fruit-bites,,,"8 4-ounce containers Haagen-Dazs™ Cultured Cream Vanilla Bean Yogurt Style Snacks, divided | ¼ cup smooth peanut butter | ½ cup diced pears | ½ cup diced apples | ½ cup diced fresh figs | ½ teaspoon ground cinnamon | ½ cup chopped freeze-dried apples or mixed fruit","Line a 9-inch square baking dish with plastic wrap or parchment paper. | Add peanut butter to a large bowl and microwave for 30 seconds, until melted. | Pour 4 of the containers of Haagen-Dazs™ Cultured Cream Vanilla Bean Yogurt Style Snack into the bowl with the peanut butter and mix until incorporated. Pour the mixture into the prepared baking dish and smooth evenly to the edges of the pan with a spoon or spatula. Sprinkle with the chopped pears, apples, figs, and ¼ teaspoon of cinnamon. Top with the remaining 4 containers of Haagen-Dazs™ Cultured Cream Vanilla Bean Yogurt Style Snack, spreading to cover the fruit evenly. Sprinkle with the freeze-dried fruit and remaining ¼ teaspoon of cinnamon. | Freeze for 4–6 hours, or until solid. Remove the pan from the freezer and let sit for 10–20 minutes until it easily lifts from the pan using the plastic wrap or parchment paper, then discard the wrap or paper before slicing into 36 squares. | Serve immediately or store in the freezer in a covered container until ready to serve. | Enjoy!",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/466372.jpg?resize=300:*&output-format=jpg&output-quality=auto
Chimichurri Wings,https://tasty.co/recipe/chimichurri-wings,,,"1 large shallot, minced | 5 cloves garlic, minced | 1 large jalapeño, minced | ½ cup red wine vinegar | 2 teaspoons kosher salt | 1 teaspoon freshly ground black pepper | 1 teaspoon red pepper flakes | ¼ cup finely chopped fresh parsley | ¼ cup finely chopped fresh cilantro | ½ cup extra-virgin olive oil | 1 lb chicken wings","In a large bowl, combine the shallot, garlic, jalapeño, and red wine vinegar. Let sit for about 10 minutes. | Season the mixture with the salt, black pepper, and red pepper flakes. Add the parsley and cilantro and mix to incorporate. | While whisking, slowly and evenly stream in the olive oil. The chimichurri should be thick and slightly chunky. | Add the chicken wings to a baking dish or large bowl. Pour about two-thirds of the chimichurri sauce evenly over the wings (reserve the rest for serving). Cover and marinate in the refrigerator for at least 2 hours, or overnight. | Preheat oven to 400°F (200°C) and line a large baking sheet with parchment paper. | Arrange the marinated wings on the prepared baking sheet, spacing about 1 inch apart. Bake for 45 minutes, or until deep golden brown and the internal temperature reaches 165°F (75°C). | Serve the wings immediately with the reserved chimichurri sauce for dipping. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/465250.jpg?resize=300:*&output-format=jpg&output-quality=auto
Miso Herb Butter Corn Ribs,https://tasty.co/recipe/miso-herb-butter-corn-ribs,,,"4 ears corn, shucked | 4 tablespoons olive oil | 1 tablespoon sesame oil | 1 teaspoon kosher salt | 1 cup unsalted butter, softened | 3 tablespoons brown miso | ¼ cup finely chopped fresh parsley | 3 tablespoons thinly sliced fresh basil | 1 teaspoon kimchi salt | 2 tablespoons lemon juice | air fryer","Carefully break the ears of corn in half crosswise, then quarter lengthwise with a sharp knife. | Add the corn ribs to a large bowl. Drizzle with the olive oil and sesame oil and sprinkle with the salt, then toss until evenly coated. | Preheat the air fryer to 400°F (200°C) for 5 minutes. | Working in batches, add the corn ribs to the air fryer basket, spacing a few centimeters apart. Cook for 10–12 minutes, or until golden brown. | Make the miso herb butter: In the bowl of a stand mixer fitted with the paddle attachment, combine the butter, miso, parsley, basil, kimchi salt, and lemon juice. Mix on medium speed until well combined. | Just before serving, melt the miso herb butter. Dip the corn ribs into the melted butter, or pour over the corn ribs to coat. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/465249.jpg?resize=300:*&output-format=jpg&output-quality=auto
Taco-Spiced Crispy Potato Skins,https://tasty.co/recipe/taco-spiced-crispy-potato-skins,,,"8 medium russet potatoes, scrubbed | ¼ cup neutral oil, plus 2 tablespoons, divided | 1 lb 85% lean ground beef | 1 oz McCormick® Original Taco Seasoning | kosher salt, to taste | 1 cup shredded cheddar cheese | sour cream | thinly sliced scallion | small diced avocado","Preheat the oven to 425°F (220°C). Line a baking sheet with aluminum foil. | Using a fork, poke holes all along the top of the potatoes. Place on the prepared baking sheet and cover with foil. Bake for 50–60 minutes, or until tender enough to be pierced by a fork. Remove from the oven and let cool until safe to handle, about 20 minutes. | Meanwhile, make the ground beef. In a large skillet, heat 2 tablespoons of oil over medium heat until shimmering. Add the ground beef and the majority of the McCormick® Original Taco Seasoning (saving a teaspoon for garnish). Cook, stirring to crumble the meat, until three-quarters of the way cooked through, 6–8 minutes. Remove the pan from the heat. | Cut the potatoes in half lengthwise and scoop out the insides, leaving about ¼ inch of the flesh in the potato around the edges. | Brush the skins with remaining ¼ cup of oil and season with salt. Arrange the potatoes, cut-side down, on the same baking sheet and bake for 15 minutes, or until light golden brown. | Remove the pan from the oven and flip the potato skins cut-side up, then fill with the ground beef and top with cheddar cheese. Bake for another 5 minutes, or until the cheese is melted and the potatoes are golden brown and crispy. Remove from the oven and let cool for 5–10 minutes. | Garnish the potato skins with a dollop of sour cream, scallions, avocado, and sprinkle of the reserved McCormick® Original Taco Seasoning. | Enjoy!",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/464493.jpg?resize=300:*&output-format=jpg&output-quality=auto
Crawfish Onigiri,https://tasty.co/recipe/crawfish-onigiri,,,"12 oz cooked crawfish tail meat (345 g) | 2 tablespoons japanese mayonnaise | 1 ½ teaspoons wasabi paste | 1 teaspoon sugar | 1 cup cooked rice (200 g) | 1 tablespoon furikake | 1 ½ teaspoons black sesame seeds | 2 sheets nori, split in half (you will only use 3)","In a medium bowl, toss the crawfish with the Japanese mayonnaise, wasabi, and sugar until well-coated. | Season the cooked rice with the furikake and sesame seeds. | Set an 8-inch square of plastic wrap on a flat surface. | Scoop about ⅓ cup of the rice onto the plastic wrap and carefully spread out in a circle, about ¼-inch-thick. | Add 2-3 tablespoons of the crawfish stuffing to the center of the rice and use the plastic wrap to help shape the onigiri into a ball or triangle shape, completely encasing the crawfish with the rice. | Unwrap the plastic wrap, then wrap a half-sheet of nori around the rice ball. Repeat with the remaining ingredients to make 3 onigiri total. | Serve immediately. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/464225.jpg?resize=300:*&output-format=jpg&output-quality=auto
Beef Gyudon,https://tasty.co/recipe/beef-gyudon,,,"1 cup water | 1 ½ teaspoons dashi stock powder | 2 tablespoons mirin | 2 tablespoons sake | 3 tablespoons soy sauce | 2 tablespoons sugar | ½ large yellow onion, thinly sliced | 1 lb thinly sliced beef | ½ cup sliced green onions, divided | 3 cups cooked rice | 2 tablespoons fried garlic | 2 onsen eggs | 2 tablespoons sesame seeds | 2 tablespoons chili crisp oil","Make the soup base: In a medium bowl, combine the water, dashi stock powder, mirin, sake, soy sauce, and sugar and stir until the solids are fully dissolved. | Make the gyudon: Pour the soup base into a large pan over medium heat, then add the sliced onion and beef. Cover, bring to a simmer, and cook for 3-5 minutes, until the beef starts to cook through. | Uncover the pan, skim off any scum from the surface, and continue to boil for about 4 minutes, until the liquid thickens just slightly. Stir in ¼ cup of the green onions. | Add the rice to serving bowls, then ladle in the beef and soup mixture. Top with the remaining green onions, fried garlic, onsen eggs, sesame seeds, and chili crisp. | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Banana Cream Tiramisu,https://tasty.co/recipe/banana-cream-tiramisu,,,"1 teaspoon granulated sugar | 1 teaspoon McCormick® Pure Vanilla Extract | ⅓ cup hot espresso (80 mL) | .75 oz instant vanilla pudding mix (7 g) | 2 cups cold milk (480 mL) | 8 oz mascarpone (225 g), room temperature | 1 cup heavy cream (240 mL), very cold | 11 oz vanilla wafer cookies (310 g), plus more for garnish | 5 bananas, cut into ¼-inch-thick slices | McCormick® Ground Cinnamon, for dusting","In a small bowl or measuring cup, combine the sugar, McCormick® Pure Vanilla Extract, and espresso. Stir to combine, then let cool to room temperature. | In a large bowl, whisk together the vanilla pudding mix and milk until smooth. Set aside. | In a separate large bowl, whisk the mascarpone and heavy cream until stiff peaks form, 6–8 minutes. | Fold the whipped cream mixture into the vanilla pudding. | Arrange a layer of vanilla wafers on the bottom of a medium baking dish or pie dish. Using a pastry brush, dab the espresso mixture on the tops of the cookies until slightly saturated. Arrange a layer of banana slices over the cookies, then spread an even layer of vanilla pudding on top. Repeat to make 3 layers total. Dust the top with McCormick® Ground Cinnamon. | Cover the baking dish with plastic and refrigerate for at least 1 hour, or up to 1 day, until ready to serve. | Serve with more vanilla wafers for topping. | Enjoy!","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Baked Cinnamon Apple Pancake,https://tasty.co/recipe/baked-cinnamon-apple-pancake,,,"4 large eggs | 1 cup milk (240 mL) | 2 teaspoons McCormick® Pure Vanilla Extract | 2 teaspoons McCormick® Ground Cinnamon | ½ teaspoon kosher salt | 3 tablespoons granulated sugar | ⅔ cup all-purpose flour (85 g), plus 2 tablespoons | nonstick cooking spray, for greasing | 2 large Granny Smith apples, peeled and thinly sliced | 2 tablespoons unsalted butter, melted | powdered sugar, for dusting","Whisk together the eggs, milk, and McCormick® Pure Vanilla Extract in a large bowl until combined. Add the McCormick® Ground Cinnamon, salt, granulated sugar, and flour and whisk until smooth. Transfer to an airtight container and refrigerate until ready to bake, up to 2 days. Note: For meal prep, make the batter the night before, then bake in the morning. | Preheat the oven to 425°F (220°C). Line a baking sheet with parchment paper. Grease a 9 x 13-inch baking dish with nonstick spray. | Arrange the apple slices flat on the prepared baking sheet and brush with the melted butter. Bake the apples for 10 minutes, or until tender. Let cool for 10–15 minutes, or until cool enough to handle. | Remove the batter from the refrigerator and let sit at room temperature for 10 minutes. Pour the batter into the prepared baking dish. Arrange the baked apple slices in overlapping rows on top of the batter. | Bake the pancake for 20–25 minutes, or until the batter is cooked through and golden brown. Remove from the oven and let cool for 8–10 minutes. | Dust the pancake with powdered sugar and serve warm. | Enjoy!","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
French Onion Poutine,https://tasty.co/recipe/french-onion-poutine,,,"6 tablespoons unsalted butter | 1 large yellow onion, sliced into ¼-inch-thick half moons | 1 teaspoon McCormick® Dried Thyme Leaves, plus more for garnish | 1 ½ cups beef stock (360 mL) | .87 oz McCormick® Brown Gravy (10 g) | 32 oz frozen crinkle fries (945 g), cooked according to package instructions | 1 cup shredded gruyère cheese (100 g) | ¾ cup cheese curds (175 g)","Melt the butter in a 12-inch cast iron skillet over medium-low heat. Add the onion and sprinkle with the McCormick® Dried Thyme Leaves. Cook, stirring and flipping the onions occasionally, until caramelized, 30–35 minutes. Remove about ⅓ cup of the onions from the pan and set aside. | Pour the beef stock into the pan with the remaining onions, sprinkle in the McCormick® Brown Gravy, and whisk until smooth. Bring to a gentle simmer and cook, whisking constantly, until the gravy thickens, 2–3 minutes. Remove about half of the gravy from the pan and set aside. | Layer half the fries on top of the remaining gravy in the pan, then top with half of the Gruyère and cheese curds. Repeat layering with the other half of the fries, remaining Gruyère and cheese curds, and reserved caramelized onions, then pour the rest of the gravy on top. | Turn the broiler on high. Place the pan under the broiler for about 5 minutes, or until the cheese has melted and is golden brown. | Garnish the poutine with more McCormick® Dried Thyme Leaves and serve warm. | Enjoy!","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Dim Sum Shrimp Balls,https://tasty.co/recipe/dim-sum-shrimp-balls,,,"12 oz wonton wrappers (345 g) | 2 lb raw shrimp (910 g), peeled and deveined | ¼ cup chopped green onions (10 g), plus more for garnish | 1 tablespoon soy sauce | 1 tablespoon fish sauce | 1 teaspoon kosher salt | 1 teaspoon freshly ground black pepper | 1 teaspoon sugar | 1 large egg | 2 tablespoons rice flour | 4 cups vegetable oil (960 mL) | sweet chili sauce, for dipping","Finely chop the shrimp, then add to a large bowl with the green onions, soy sauce, fish sauce, salt, pepper, and sugar. Mix well. Add the egg and rice flour and stir; the mixture should thicken a bit. | Use a sharp knife to shred the wonton wrappers into ½-inch-wide strips, then transfer to a separate large bowl. | Scoop 2 tablespoons of the shrimp filling into the bowl with the shredded wrappers and pat firmly to cover the filling completely. Repeat to make about 6 balls total. | In a large pot, heat the vegetable oil over medium-high heat until the temperature reaches 350°F (180°C). | Working in batches, fry the shrimp balls in the hot oil for 5-6 minutes, or until the internal temperature reaches 145°F (63°C). | Serve immediately with sweet chili sauce alongside for dipping. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Copycat Whole Foods Bean Salad,https://tasty.co/recipe/copycat-whole-foods-bean-salad,,,"14 oz canned butter beans (405 g), drained | 1 tablespoon sunflower oil | ⅓ cup red wine vinegar (80 g) | 2 teaspoons kosher salt | 1 teaspoon freshly ground black pepper | 2 green onions, thinly sliced | ¼ cup finely chopped roasted red peppers (25 g) | ¼ cup finely chopped fresh parsley (10 g)","In a large bowl, toss together the beans, sunflower oil, red wine vinegar, salt, black pepper, green onions, roasted red peppers, and parsley until evenly combined. Let sit for at least 30 minutes to meld the flavors. | Serve the bean salad on a charcuterie board, cheese plate, or eat as-is for a snack or for lunch. Any leftovers will keep in an airtight container in the refrigerator for up to 3 days. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Vietnamese Steamed Rice Rolls,https://tasty.co/recipe/vietnamese-steamed-rice-rolls,,,"½ lb bean sprouts (225 g) | 1 lb premade steamed rice sheet noodles (425 g) | ¼ lb chả lụa (Vietnamese ham) (105 g) | 1 english cucumber | 2 tablespoons fried garlic | 1 cup hot water (240 g) | ¾ cup granulated sugar (150 g) | 3 tablespoons lime juice, (about 1 lime) | 1 cup coconut soda (240 mL), preferably Coco Rico brand | ¾ cup fish sauce (180 g), preferably Viet Huong's Three Crabs brand | 6 garlic cloves, thinly sliced or crushed | 2 Thai chiles, thinly sliced","Steam the bean sprouts for 5 minutes, until soft and pliable. | Transfer the rice rolls to a bowl and microwave for 30-60 seconds, until soft. | Slice the chả lụa into thin slabs. | Use a julienne peeler or sharp knife to thinly slice the cucumber. | Make the nuoc mam sauce: In a small bowl, stir together the water, sugar, lime juice, coconut soda, fish sauce, garlic, and chiles. (Any leftover sauce will keep in an airtight container in the refrigerator for up to 2 weeks.) | Add the rice noodles to a serving plate and top with the steamed bean sprouts, julienned cucumber, chả lụa, fried garlic, and some of the nuoc mam sauce. | Enjoy! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
